key,message,Final Category
3606,voucher issue,voucher
3607,hi,greeting
3608,what is the status,voucher
3609,hello,greeting
3610,im not getting checkins,checkin
3611,hi,greeting
3612,itwill,noclass
3613,hello,greeting
3614,Hello,greeting
3615,Hello i ordered memory card. when i ll be receiving that?,voucher
3616,TnQ Praveen... Good Day,thanks
3617,still,voucher
3618,coupon not working,voucher not working
3619,i havent done it r share it any one,noclass
3620,#FlipcartAmazon,voucher
3621,if it is use less i will uninstall the,noclass
3622,test Shreesh,noclass
3623,hae who the fucking app running,other
3624,I lost my points,noclass
3625,hi,greeting
3626,this road is filled with restaurants,other
3627,you cover very little areas in chennai,other
3628,hi Praveen I redeemed my 500 points as pvr VOUCHER. I got it on 25th june and valid till 25 july,voucher
3629,hi Praveen you there?,greeting
3630,where is my flipkart voucher! its already a month,voucher
3631,hi hi,greeting
3632,hi hello good evening,greeting
3633,had applied for vouchers from flipkart. No updates from you side till now.,voucher
3634,hi points are not returned,other
3635,thanks and have great evening,thanks
3636,"hi, as you said, points are still not credit back",other
3637,hi i have requested 100 bounty points on amazon voucher on 24th may.. its almost 2 months I haven't received it.. will u lemme know,voucher
3638,I  have requested for rs.100 of Amazon and u still didn't manage to get the voucher or points,voucher
3639,hi,greeting
3640,hi,greeting
3641,we want Amazon in the list i want to talk with support,more reward options
3642,hi,greeting
3643,Hello bounty I didn't get my voucher can you please check it's been long time I guess,voucher
3644,gi hi i sent request for flipkart voucher,voucher
3645,Sir Please My Order Status. ...,noclass
3646,dr??? anybody,other
3647,When are Flipkart and Amazon coupons coming??,more reward options
3648,cy n,noclass
3649,hi hi hi,greeting
3650,hai I hav applied for coupons hello,voucher
3651,hello,greeting
3652,app improvement s must its been 1month i didnt receive ma voucher,voucher
3653,hi,greeting
3654,hello bounty my issue is not resolved .,noclass
3655,my amzon coupon is not came send me as soon as possible 2 months back i kept request,voucher
3656,hello I had requested for a 100 rupee voucher couple of months ago Have not received it yet,voucher
3657,please check my previous query i was promised that yesterday i will get get my requested gift voucher but still noe i have not received my gift vouchers,voucher
3658,hi can I get more points ok,other
3659,hello team when u put,more reward options
3660,hii,greeting
3661,hi June 8th and 12th I applied amazon coupons still I haven't got it,voucher
3662,my points come down to 35 without redeem..where it gone..i am shocked.. without redeem all my points gone.why,other
3663,hi I requested for flipkart vocher long back still I didn't get any voucher,voucher
3664,"i redeem my point on may 21st but till now i didn,t recive my coupon vouche",voucher
3665,"Howdy, bounty hunter!
We have received a request to redeem your 100 bounty points for Amazon voucher. Before you grab it, we'll have to verify the request. Please be patient as this may take a few days (or weeks during peak season). You'll not have to worry about contacting support as every valid request is automatically processed without fail.
Happy bounty hunting...",greeting
3666,hi where is Amazon redeem  section,more reward options
3667,hiii I did not receive my Amazon  coupons what the hall are taking,voucher
3668,plz provide my amazon voucher almost 2months gone,voucher
3669,hello how can i change my contact number...,other
3670,hey My mobile number is changed now.... E-mail Id is same....how can I change my registered mobile number on bounty app,other
3671,hi may i know the requested status ?,voucher
3672,I have not received any automated alert,checkin
3673,hello i applied for my flipkart 100/- coupon last month ..but still ididnt get it,voucher
3674,hello when i will get my flipkart voucher i already placed two requeats..,voucher
3675,hii im not getting bounty rewards kk,checkin
3676,hai regarding vouchers hai,voucher
3677,hai but i need Amazon only now thank you,voucher
3678,"hi , there ? i didn't receive my Amazon gift voucher it has been quite sometime now",voucher
3679,hi one of flipkart vouchers given is not working..,voucher not working
3680,hi the kfc coupon code is not working in shop they are telling it is not valid,voucher not working
3681,hello some one there vouchers issue,voucher
3682,hello wn u wil send gift voucher...? send me gift voucher,voucher
3683,hi I have requested for e gift card of eirphone how DoD I get,voucher
3684,"hello, i have a concern",greeting
3685,where is by voucher?,voucher
3686,I haven't yet received my amazon gift voucher for which I requested on 20 th June and 7th July,voucher
3687,hi,greeting
3688,Hi I want to check status of my redeemed bag One orange color hand bag is their,voucher
3689,I uodated the version now tell I WANTED to know the status of r 699 bounty points for Bendly Women Sling Bag voucher,voucher
3690,you people getting worst day by day i have updated my app already no i have latest,checkin
3691,hi,greeting
3692,haii i have 200 bounty points.can i get two amazon vouchers those points haii,more reward options
3693,inform me when I will get amazon voucher s I ordered amazon voucher on 19 th may but still not arrived,voucher
3694,"1 is 25th may, 7th june, 10th june",voucher
3695,poor response,other
3696,ok i can wait but please solve the issue as soon as possible please quickly do the process,voucher
3697,hi i want to know status of dominos voucher ok,voucher
3698,hi I redeemed my points on march month still I didn't get any gift coupon how many days it's take to send gift coupon,voucher
3699,hello,greeting
3700,Hi Could you please update me on the flipkart voucher that i have requested for? I have placed request in the month of may,voucher
3701,"hi i have requested for flipkart voucher but not received it yet if there is no flipkart vouchers stock, please send me amazon vouchers",voucher
3702,thanks,thanks
3703,any update on above i could not get points for bills which have been submitted ok,snapbill
3704,hello,greeting
3705,hi i got just 5 points for each bill ok,snapbill
3706,hii i have appiled 3 amazon coupons but i received only 1 coupon code.. please send other two coupons fastly,voucher
3707,hi i am not getting bount points still last 2 months onwards please tell me the reason how should update,checkin
3708,hello hello hello praveen,greeting
3709,"hi i had discussed my issue with praveen i raised reedm request on 12 October 2015, till now i didn't get tha",voucher
3710,hello,greeting
3711,hello hello,greeting
3712,hello,greeting
3713,waste app,other
3714,"Hi, any update on my pending Amazon Vouchers that was claimed two months back?",voucher
3715,"hi.. No, thanks for your assistance",thanks
3716,hi few days back i ordered a pack of sock's in bounty but till now i didn't got the baggage,voucher
3717,applied for pvr coupon... 1 week over wen i ll get,voucher
3718,hi when will flipkart or amazon coupons available,more reward options
3719,i send req before 1 month maa ki chut tumari when will i get my coupon,voucher
3720,when will i get my coupon ?????? worst service,voucher
3721,hello when can i get my flipkart 200rs reedemed vouchers i reedemed 1month ago,voucher
3722,coz i reedemed fa 200 i will be getting mail or message?,other
3723,oki,noclass
3724,what about my voucher?,voucher
3725,hi i have redeemed 399 pack of 3 socks on july 5th. I have not yet received it.,voucher
3726,ordered amazon voucher long back around one month ago didn't received points already deducy,voucher
3727,wat is the time line to get the voucher against redeemed points,other
3728,when I can expect?,voucher
3729,hello any one there??,other
3730,hi is anyone there? voucher still noy received,voucher
3731,"when you will put Amazon coupons in bounty my old coupons are going to expire please let me know,in  how many days you will put Amazon coupons approximately",more reward options
3732,hi,greeting
3733,by when can i expect my amazon voucher its more than 2 months how come no opem request,voucher
3734,i havent received my voucher till now its already 50days i want amazon vochers,voucher
3735,hii i havw i have not received my voucher,voucher
3736,So??,noclass
3737,hi hello its been more than one month,voucher
3738,hi i have placed many request for amazon gift card but i have not received no 4 cards are pending,voucher
3739,Hello,greeting
3740,i have applied 100rs couples of 2 from Amazon. its almost 2months now..i dint got my coupons. still i how much time its takes to deliver.. this is to much.. if its fake then y the hell u people r giving add,voucher
3741,hi i had redeemed for three Amazon vouchers in june. they have still not come it was. i have the notifications which came when i tried to redeem,voucher
3742,"Hello, do you have any update regarding my three Amazon vouchers?",voucher
3743,"hello, reply fast for my query promo code option is not there",referral points
3744,i refer my friend but i didn't get referral points,referral points
3745,hi,greeting
3746,hi i have applied for flipkart voucher in june,voucher not working
3747,"thank you can you please raise request of amazon coupons for my 900 points, i am not able to select voucher in my voucher list #playstore Rakesh please respond",more reward options
3748,hii im not getting points Hii,checkin
3749,tell me,noclass
3750,hello i need flipkart voucher offers theire is no coupons available,more reward options
3751,at the time of check in i didnt got the notification nor can i upload the bill please find the attached bill & credit the rewards for the same to my account,snapbill
3752,hi please resolve my query i was unable to.do so day before yesterday,snapbill
3753,s credit the rewards,snapbill
3754,hi i didn't received my rewards hello,voucher
3755,hello i dont want to talk to yoy,thanks
3756,hi i want to update my mobile number can you please help me on this?,other
